timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-01-08T10:52:57,footprint_inference_fp8,d9052f37-03c5-4080-89e3-0399ac5bd088,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1959.8534321188927,0.04333220120906795,2.2109919292392902e-05,216.18802430328157,226.24277713919795,20.0,0.11641284452853443,0.121788358819515,0.010762894377133075,0.24896409772518213,0.0,Spain,ESP,basque country,,,Linux-4.18.0-477.10.1.el8_8.x86_64-x86_64-with-glibc2.28,3.9.7,3.2.0,4,AMD EPYC 75F3 32-Core Processor,1,8 x NVIDIA A100-SXM4-80GB,-1.9745,43.3126,64,machine,N,1.0,0.0
