timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue,cloud_provider,cloud_region
2026-01-08T11:30:01,footprint_inference_lora,122d505e-8adf-49c3-ab1c-eb0786f8925c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,291.4831565711647,0.0080896893226966,2.775353957964155e-05,319.49474703936346,241.2679656338207,20.0,0.0256066615755906,0.0192754593092274,0.0015969904205347,0.0464791113053529,0.0,Spain,ESP,basque country,Linux-4.18.0-477.10.1.el8_8.x86_64-x86_64-with-glibc2.28,3.9.7,3.2.0,4,AMD EPYC 75F3 32-Core Processor,1,8 x NVIDIA A100-SXM4-80GB,-1.9745,43.3126,64,machine,N,1.0,0.0,,
2026-01-08T11:47:27,footprint_inference_lora,68ea5db0-cb94-4122-86c4-275b1081ec31,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,249.00139907654375,0.004549979169988564,1.8272906043350735e-05,211.86629424902452,149.94003184780428,20.0,0.014537775210210858,0.01023859180199338,0.001365426552797564,0.026141793565001802,0.0,Spain,ESP,basque country,Linux-4.18.0-477.10.1.el8_8.x86_64-x86_64-with-glibc2.28,3.9.7,3.2.0,4,AMD EPYC 75F3 32-Core Processor,1,8 x NVIDIA A100-SXM4-80GB,-1.9745,43.3126,64,machine,N,1.0,0.0,,
