timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-01-08T11:23:52,footprint_inference_qlora_nf4,d5a9d6d3-5ea8-4df2-bb55-d39426c09db6,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,325.5815530093387,0.008409173490170351,2.5828163212702502e-05,271.7415488885698,247.4046667763499,20.0,0.024388127501875266,0.022137576043377294,0.0017889961971797883,0.048314699742432354,0.0,Spain,ESP,basque country,,,Linux-4.18.0-477.10.1.el8_8.x86_64-x86_64-with-glibc2.28,3.9.7,3.2.0,4,AMD EPYC 75F3 32-Core Processor,1,8 x NVIDIA A100-SXM4-80GB,-1.9745,43.3126,64,machine,N,1.0,0.0
