timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-01-08T10:17:38,footprint_inference_post_nf4,f8c0b7a7-2055-4770-8744-ca62d6e44b6b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,291.8945555668324,0.00636586972783119,2.180879912429081e-05,215.400924648353,220.21545814996338,20.0,0.01732568521387042,0.017647696895920717,0.0016015660535595895,0.036574948163350704,0.0,Spain,ESP,basque country,,,Linux-4.18.0-477.10.1.el8_8.x86_64-x86_64-with-glibc2.28,3.9.7,3.2.0,4,AMD EPYC 75F3 32-Core Processor,1,8 x NVIDIA A100-SXM4-80GB,-1.9745,43.3126,64,machine,N,1.0,0.0
