timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-01-08T11:18:15,footprint_inference_qlora4,87fd5e7c-e35d-46a2-9ca2-fec2cb40ec20,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,265.0826293369755,0.006159141616474927,2.3234799020517364e-05,262.0799319305005,203.79502250404465,20.0,0.019139874846887627,0.01479385016838819,0.001453471861914214,0.03538719687719004,0.0,Spain,ESP,basque country,,,Linux-4.18.0-477.10.1.el8_8.x86_64-x86_64-with-glibc2.28,3.9.7,3.2.0,4,AMD EPYC 75F3 32-Core Processor,1,8 x NVIDIA A100-SXM4-80GB,-1.9745,43.3126,64,machine,N,1.0,0.0
