timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-01-08T10:01:03,footprint_inference_q8,d02c8344-fe51-40cf-aca4-aadbf1aca84f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,877.9765086099505,0.013545821146600783,1.5428455105304695e-05,221.44893447812905,81.46962215018702,20.0,0.053383538049574006,0.019626740979134638,0.004816903657880095,0.07782718268658881,0.0,Spain,ESP,basque country,,,Linux-4.18.0-477.10.1.el8_8.x86_64-x86_64-with-glibc2.28,3.9.7,3.2.0,4,AMD EPYC 75F3 32-Core Processor,1,8 x NVIDIA A100-SXM4-80GB,-1.9745,43.3126,64,machine,N,1.0,0.0
